index,Papel,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrim_Liq,Receita_Liquida_12m,EBIT_12m,Lucro_Liquido_12m,Receita_Liquida_3m,EBIT_3m,Lucro_Liquido_3m,Cart_de_Credito,Depositos,Result_Int_Financ_12m,Rec_Servicos_12m,Result_Int_Financ_3m,Rec_Servicos_3m
NINJ3,NINJ3,ON NM,GETNINJAS ON NM,Programas e Serviços,Programas e Serviços,2.70,2022-12-12,2.45,5.79,512044,135606000,-141757000,2022-09-30,50224600,-613,049,-262,231,045,052,052,0.0%,277,273,-,-044,553,90.8%,-88.2%,-37.6%,-17.3%,-366.3%,-8.0%,1324,000,020,300297000,278631000,284127000,1268000,-277363000,277516000,58814000,-51853000,-22113000,14287000,-11493000,-2700000,,,,,,
IFCM3,IFCM3,ON NM,INFRACOMM ON NM,Programas e Serviços,Programas e Serviços,3.47,2022-12-12,3.47,16.87,3917150,1265000000,1589490000,2022-09-30,364553000,-580,083,-1701,159,038,828,-191,0.0%,4216,-2138,-,-060,416,43.2%,-9.4%,-27.4%,-2.2%,-3.0%,-14.4%,115,039,024,3332610000,262082000,1156200000,586572000,324490000,1515790000,794971000,-74350000,-217927000,214573000,-17940000,-72868000,,,,,,
MBLY3,MBLY3,ON NM,MOBLY ON NM,Programas e Serviços,Programas e Serviços,2.58,2022-12-12,2.14,6.74,4177030,274744000,230451000,2022-09-30,106490000,-307,048,-289,042,031,078,136,0.0%,-782,-242,-8.6%,-084,536,39.6%,-14.6%,-13.8%,-10.7%,-16.4%,-15.7%,313,031,073,887532000,219589000,518702000,175296000,-44293000,570425000,651692000,-95046000,-89630000,159638000,-24946000,-19231000,,,,,,
WEST3,WEST3,ON NM,WESTWING ON NM,Programas e Serviços,Programas e Serviços,0.97,2022-12-12,0.86,3.74,684789,107020000,-23114600,2022-09-30,110330000,-230,030,-140,039,025,045,053,0.0%,040,030,-9.5%,-042,318,42.0%,-27.7%,-16.9%,-17.9%,-30.4%,-13.2%,677,008,065,425416000,159837000,276525000,29702000,-130135000,351390000,274869000,-76174000,-46450000,61718000,-16949000,-11045000,,,,,,
ENJU3,ENJU3,ON NM,ENJOEI ON NM,Programas e Serviços,Programas e Serviços,0.93,2022-12-12,0.93,3.80,1280020,186226000,-142754000,2022-09-30,200243000,-200,049,-165,139,043,058,059,0.0%,147,126,27.6%,-046,192,32.6%,-84.3%,-69.4%,-25.9%,-123.7%,-24.3%,804,-,031,436437000,328980000,367676000,0,-328980000,383688000,134243000,-113203000,-93110000,36687000,-16831000,-10180000,,,,,,
LVTC3,LVTC3,ON NM,WDC NETWORKS ON NM,Programas e Serviços,Programas e Serviços,5.45,2022-12-12,4.91,17.78,939552,352414000,172728000,2022-09-30,64663100,769,054,147,033,021,061,-668,3.2%,043,072,-,071,1002,24.8%,22.5%,4.3%,14.2%,16.9%,7.1%,237,-,063,1692610000,179686000,991930000,0,-179686000,647900000,1069540000,240191000,45853000,267904000,35278000,15208000,,,,,,
BMOB3,BMOB3,ON NM,BEMOBI TECH ON NM,Programas e Serviços,Programas e Serviços,13.79,2022-12-12,10.83,17.44,8834630,1253640000,707163000,2022-09-30,90909100,1435,118,1259,088,090,199,224,1.5%,436,710,374.3%,096,1170,21.7%,7.0%,6.2%,7.1%,13.7%,8.2%,342,-,102,1394980000,546473000,891781000,0,-546473000,1063710000,1417910000,99553000,87366000,374937000,25104000,37055000,,,,,,
TOTS3,TOTS3,ON NM,TOTVS ON NM,Programas e Serviços,Programas e Serviços,26.08,2022-12-12,23.13,37.38,165663000,16096100000,15273000000,2022-09-30,617183000,3418,362,1214,425,152,525,4170,0.9%,972,1152,13.8%,076,720,68.9%,35.0%,13.1%,12.5%,16.7%,10.6%,196,039,036,10599400000,2541050000,6271630000,1717870000,-823185000,4441630000,3791200000,1325600000,470969000,974791000,356281000,148838000,,,,,,
SQIA3,SQIA3,ON,SINQIA ON,Programas e Serviços,Programas e Serviços,14.34,2022-12-12,12.75,21.40,14406600,1261090000,1408060000,2022-09-30,87942000,3908,161,1752,227,083,3152720,-266,0.5%,975,1957,40.2%,037,891,40.9%,13.0%,5.8%,4.7%,5.4%,4.1%,100,042,037,1516690000,184378000,250964000,331354000,146976000,783626000,554683000,71968000,32267000,159522000,40671000,2709000,,,,,,
NGRD3,NGRD3,ON NM,NEOGRID ON NM,Programas e Serviços,Programas e Serviços,1.49,2022-12-12,1.38,3.05,1215330,355607000,160216000,2022-09-30,238662000,26737,079,3813,135,049,176,501,1.0%,434,1718,11.2%,001,189,64.9%,3.5%,0.3%,1.3%,2.2%,0.3%,248,016,037,718744000,268671000,338196000,73280000,-195391000,451675000,263092000,9326000,1330000,67596000,754000,1717000,,,,,,
LWSA3,LWSA3,ON NM,LOCAWEB ON NM,Programas e Serviços,Programas e Serviços,7.45,2022-12-12,5.12,14.85,93140900,4414200000,3073040000,2022-09-30,592510000,105200,149,15616,408,096,399,1016,0.0%,2389,10871,54.5%,001,500,45.1%,2.6%,0.4%,0.6%,0.9%,0.1%,212,003,023,4619370000,1420930000,2093990000,79773000,-1341160000,2959840000,1081420000,28268000,4196000,304270000,14527000,-6378000,,,,,,
FHER3,FHER3,ON NM,Fer Heringer ON NM,Químicos,Fertilizantes e Defensivos,17.05,2022-12-12,13.84,22.43,3485610,918262000,1110440000,2022-09-30,53857000,261,208,226,016,030,109,-305,0.0%,255,274,15.7%,653,821,11.3%,7.0%,6.1%,13.3%,19.4%,79.5%,157,050,189,3059690000,29103000,2316460000,221286000,192183000,442020000,5786200000,405901000,351546000,1804590000,-55777000,-110768000,,,,,,
DEXP4,DEXP4,PN,DEXXOS PAR PN,Químicos,Petroquímicos,5.96,2022-12-12,5.70,9.00,61917,560323000,714378000,2022-09-30,94014000,420,101,279,026,043,100,266,6.8%,316,356,34.5%,142,591,17.7%,9.2%,7.4%,15.5%,18.7%,24.0%,299,057,168,1295430000,163807000,839080000,317862000,154055000,555602000,2178340000,200651000,133521000,450119000,26754000,28544000,,,,,,
DEXP3,DEXP3,ON,DEXXOS PAR ON,Químicos,Petroquímicos,6.56,2022-12-12,5.95,10.45,2002510,616732000,770787000,2022-09-30,94014000,462,111,307,028,048,110,293,5.9%,341,384,34.5%,142,591,17.7%,9.2%,7.4%,15.5%,18.7%,24.0%,299,057,168,1295430000,163807000,839080000,317862000,154055000,555602000,2178340000,200651000,133521000,450119000,26754000,28544000,,,,,,
UNIP3,UNIP3,ON,UNIPAR PARTICIPAÇÕES S.A. ON,Químicos,Químicos Diversos,84.00,2022-12-12,70.35,95.85,2075090,8725580000,8533730000,2022-09-30,103876000,469,310,299,111,135,550,-1698,19.7%,270,293,25.5%,1792,2713,46.9%,37.1%,23.9%,45.2%,64.9%,66.1%,206,051,122,6454800000,1622980000,3083690000,1431130000,-191853000,2818630000,7853790000,2915040000,1861770000,1942820000,596844000,197841000,,,,,,
UNIP6,UNIP6,PNB,UNIPAR PARTICIPAÇÕES S.A. PNB,Químicos,Químicos Diversos,92.24,2022-12-12,71.03,109.63,21294400,9581520000,9389670000,2022-09-30,103876000,515,340,329,122,148,604,-1864,19.7%,297,322,25.5%,1792,2713,46.9%,37.1%,23.9%,45.2%,64.9%,66.1%,206,051,122,6454800000,1622980000,3083690000,1431130000,-191853000,2818630000,7853790000,2915040000,1861770000,1942820000,596844000,197841000,,,,,,
UNIP5,UNIP5,PNA,UNIPAR PARTICIPAÇÕES S.A. PNA,Químicos,Químicos Diversos,92.51,2022-12-12,71.58,108.66,41450,9609570000,9417710000,2022-09-30,103876000,516,341,330,122,149,606,-1870,19.7%,298,323,25.5%,1792,2713,46.9%,37.1%,23.9%,45.2%,64.9%,66.1%,206,051,122,6454800000,1622980000,3083690000,1431130000,-191853000,2818630000,7853790000,2915040000,1861770000,1942820000,596844000,197841000,,,,,,
CRPG6,CRPG6,PNB,CRISTAL PNB,Químicos,Químicos Diversos,27.10,2022-12-09,21.42,63.17,48287,786415000,630960000,2022-09-30,29019000,743,086,856,086,067,145,187,20.6%,509,687,12.6%,365,3140,12.6%,10.1%,11.6%,7.8%,9.7%,11.6%,491,001,078,1173440000,166862000,682188000,11407000,-155455000,911266000,912364000,91871000,105905000,216086000,18985000,28437000,,,,,,
CRPG5,CRPG5,PNA,CRISTAL PNA,Químicos,Químicos Diversos,28.00,2022-12-12,21.93,62.53,582730,812532000,657077000,2022-09-30,29019000,767,089,884,089,069,150,193,20.0%,530,715,12.6%,365,3140,12.6%,10.1%,11.6%,7.8%,9.7%,11.6%,491,001,078,1173440000,166862000,682188000,11407000,-155455000,911266000,912364000,91871000,105905000,216086000,18985000,28437000,,,,,,
BRKM5,BRKM5,PNA N1,BRASKEM PNA N1,Químicos,Petroquímicos,24.96,2022-12-12,24.84,55.40,109766000,19898300000,41510700000,2022-09-30,797208000,1044,229,154,019,022,149,-042,6.8%,236,322,20.3%,239,1090,17.2%,12.2%,1.4%,14.0%,19.8%,21.9%,153,412,115,92208900000,14229000000,38431100000,35841400000,21612400000,8689360000,105742000000,12896900000,1905140000,25386800000,923898000,-1102990000,,,,,,
BRKM3,BRKM3,ON N1,BRASKEM ON N1,Químicos,Petroquímicos,26.57,2022-12-12,26.55,54.53,612379,21181800000,42794300000,2022-09-30,797208000,1112,244,164,020,023,159,-045,6.4%,244,332,20.3%,239,1090,17.2%,12.2%,1.4%,14.0%,19.8%,21.9%,153,412,115,92208900000,14229000000,38431100000,35841400000,21612400000,8689360000,105742000000,12896900000,1905140000,25386800000,923898000,-1102990000,,,,,,
BRKM6,BRKM6,PNB N1,BRASKEM PNB N1,Químicos,Petroquímicos,29.69,2022-12-05,18.02,38.79,7557,23669100000,45281500000,2022-09-30,797208000,1242,272,184,022,026,177,-050,0.0%,258,351,20.3%,239,1090,17.2%,12.2%,1.4%,14.0%,19.8%,21.9%,153,412,115,92208900000,14229000000,38431100000,35841400000,21612400000,8689360000,105742000000,12896900000,1905140000,25386800000,923898000,-1102990000,,,,,,
VITT3,VITT3,ON NM,VITTIA ON NM,Químicos,Fertilizantes e Defensivos,12.44,2022-12-12,8.85,15.65,2547100,1779530000,1964070000,2022-09-30,143049000,1250,268,1019,199,185,533,503,1.0%,1043,1124,26.3%,099,464,37.0%,19.6%,15.8%,18.1%,20.5%,21.4%,206,040,093,963115000,79710000,649169000,264249000,184539000,663557000,892285000,174686000,142327000,307727000,96402000,77840000,,,,,,
CRPG3,CRPG3,ON,CRISTAL ON,Químicos,Químicos Diversos,55.00,2022-11-18,40.80,75.09,134,1596050000,1440590000,2022-09-30,29019000,1507,175,1737,175,136,294,380,10.2%,1162,1568,12.6%,365,3140,12.6%,10.1%,11.6%,7.8%,9.7%,11.6%,491,001,078,1173440000,166862000,682188000,11407000,-155455000,911266000,912364000,91871000,105905000,216086000,18985000,28437000,,,,,,
DTCY3,DTCY3,ON,DTCOM ON,Serviços Diversos,Serviços Diversos,5.91,2022-12-07,5.14,8.00,303,65784200,66704200,2022-09-30,11131000,-1690,-2815,-2439,839,616,-1405,-681,0.0%,4270,-2473,-17.3%,-035,-021,13.1%,-34.4%,-49.6%,-25.3%,-26.6%,166.5%,042,-058,073,10675000,442000,3350000,1362000,920000,-2337000,7841000,-2697000,-3892000,2842000,-544000,-51000,,,,,,
SEQL3,SEQL3,ON NM,SEQUOIA LOG ON NM,Serviços Diversos,Serviços Diversos,3.25,2022-12-12,3.20,15.65,20032300,455935000,1095640000,2022-09-30,140288000,-659,085,1543,025,023,-9021,-058,0.0%,608,3709,30.8%,-049,383,18.5%,1.6%,-3.7%,1.5%,1.7%,-12.9%,099,132,094,1960020000,70747000,630169000,710454000,639707000,537366000,1849520000,29541000,-69158000,453068000,11144000,-11620000,,,,,,
ALPK3,ALPK3,ON NM,ESTAPAR ON NM,Serviços Diversos,Serviços Diversos,1.70,2022-12-12,1.38,5.27,254182,364525000,1637650000,2022-09-30,214427000,-220,079,171,034,014,-096,-020,0.0%,369,770,42.9%,-077,214,29.8%,19.7%,-15.3%,8.2%,9.0%,-36.1%,044,303,041,2607600000,118342000,293216000,1391460000,1273120000,459504000,1077860000,212578000,-165923000,295019000,29571000,-35101000,,,,,,
ATMP3,ATMP3,ON,ATMASA ON,Serviços Diversos,Serviços Diversos,1.07,2022-12-12,1.01,3.35,23600,28579700,295754000,2022-09-30,26710000,-006,-010,-023,003,002,-004,-002,0.0%,-1335,-234,-10.4%,-1777,-1030,-0.8%,-15.5%,-58.0%,-7.9%,-10.2%,172.5%,035,-132,051,1603280000,96955000,429439000,364129000,267174000,-275079000,817833000,-126660000,-474524000,151013000,-36785000,-111356000,,,,,,
PRNR3,PRNR3,ON NM,PRINER ON NM,Serviços Diversos,Serviços Diversos,6.45,2022-12-12,5.04,7.22,1372870,250957000,284931000,2022-09-30,38908000,651,098,296,037,042,166,532,1.5%,262,337,18.4%,099,661,23.2%,12.3%,8.5%,14.2%,18.2%,15.0%,174,054,115,598258000,104020000,353857000,137994000,33974000,257316000,687262000,84657000,38567000,254439000,50494000,20816000,,,,,,
CSUD3,CSUD3,ON,CSU DIGITAL ON,Serviços Diversos,Serviços Diversos,11.72,2022-12-12,10.91,15.81,1334470,489896000,490984000,2022-09-30,41800000,717,135,485,093,083,2272,-1000,7.4%,302,486,5.4%,163,868,36.5%,19.2%,13.0%,17.1%,21.5%,18.8%,114,024,089,590084000,86589000,178285000,87677000,1088000,362819000,527200000,101091000,68313000,136339000,27387000,18454000,,,,,,
GGPS3,GGPS3,ON NM,GPS ON NM,Serviços Diversos,Serviços Diversos,11.08,2022-12-12,10.35,17.51,22133300,7420370000,7994920000,2022-09-30,669709000,1379,296,950,086,099,422,-587,0.0%,824,1024,-,080,375,16.1%,9.0%,5.3%,10.4%,12.8%,21.4%,189,074,115,7497730000,1295590000,3720970000,1870130000,574543000,2510920000,8658240000,780887000,537907000,2426560000,272496000,118708000,,,,,,
VLID3,VLID3,ON NM,VALID ON NM,Serviços Diversos,Serviços Diversos,8.78,2022-12-12,7.66,11.87,2934360,736080000,1460720000,2022-09-30,83836000,2480,058,226,035,024,100,-461,3.2%,322,448,5.8%,035,1519,30.2%,15.4%,1.3%,10.5%,12.7%,2.3%,183,087,068,3111940000,381436000,1630680000,1106080000,724644000,1273440000,2123650000,326394000,29684000,496301000,99244000,22078000,,,,,,
CLSA3,CLSA3,ON NM,CLEARSALE ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,4.93,2022-12-12,3.55,11.53,3415870,926476000,478885000,2022-09-30,187926000,-1070,125,-689,189,100,169,184,0.0%,-438,-356,-,-046,394,29.7%,-27.5%,-17.7%,-14.6%,-35.1%,-11.7%,503,010,053,921989000,519183000,685588000,71592000,-447591000,740258000,489835000,-134501000,-86573000,130238000,-2694000,2559000,,,,,,
GPIV33,GPIV33,DR3,"GP INVESTMENTS, LTD DR3",Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,2.75,2022-12-12,2.75,6.35,218286,217826000,-307891000,2022-09-30,79209500,-054,014,-034,-047,007,042,-34744,0.0%,048,048,124.0%,-508,1998,100.0%,138.4%,136.0%,-20.1%,-25.8%,-25.4%,341,010,-015,3201300000,689088000,733930000,163371000,-525717000,1582410000,-465433000,-643932000,-402033000,17145000,-7874000,-30942000,,,,,,
GETT4,GETT4,PN,GETNET BR PN,Serviços Financeiros Diversos,Serviços Financeiros Diversos,2.29,2022-12-12,1.43,2.47,127048,4274790000,4883630000,2022-09-30,1866720000,720,118,576,128,008,299,321,4.7%,458,658,-,032,194,41.4%,22.1%,17.7%,1.3%,1.4%,16.4%,103,034,006,55295400000,626329000,53007600000,1235160000,608834000,3618060000,3352170000,741808000,593711000,832871000,180714000,124349000,,,,,,
GETT3,GETT3,ON,GETNET BR ON,Serviços Financeiros Diversos,Serviços Financeiros Diversos,2.30,2022-12-12,1.55,2.40,118570,4293460000,4902300000,2022-09-30,1866720000,723,119,579,128,008,300,322,4.3%,460,661,-,032,194,41.4%,22.1%,17.7%,1.3%,1.4%,16.4%,103,034,006,55295400000,626329000,53007600000,1235160000,608834000,3618060000,3352170000,741808000,593711000,832871000,180714000,124349000,,,,,,
BOAS3,BOAS3,ON NM,BOA VISTA ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,4.08,2022-12-12,4.06,8.54,9003700,2171470000,856576000,2022-09-30,532223000,815,098,877,253,082,175,198,1.9%,202,346,16.2%,050,417,55.7%,28.9%,31.1%,9.3%,19.7%,12.0%,523,001,032,2652640000,1346260000,1534130000,31366000,-1314890000,2217810000,857664000,247559000,266329000,217645000,58975000,63688000,,,,,,
CIEL3,CIEL3,ON NM,CIELO ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,4.44,2022-12-12,1.95,5.96,153805000,12062700000,15365500000,2022-09-30,2716820000,849,111,612,153,012,095,7412,5.6%,541,779,-10.8%,052,400,41.8%,25.0%,18.0%,1.9%,7.1%,13.1%,116,061,008,103354000000,3272510000,89804300000,6575360000,3302840000,10854700000,7892380000,1972030000,1420290000,2636720000,803293000,422141000,,,,,,
B3SA3,B3SA3,ON,B3 ON,Serviços Financeiros Diversos,Serviços Financeiros Diversos,11.45,2022-12-12,9.97,15.88,822706000,69833500000,65385500000,2022-09-30,6099000000,1619,342,1245,699,143,982,-709,5.2%,981,1165,23.9%,071,335,89.7%,56.1%,43.2%,11.5%,17.6%,21.1%,162,060,020,48771400000,16748800000,18498400000,12300700000,-4448050000,20417500000,9997400000,5610130000,4313820000,2510570000,1413840000,1029100000,,,,,,
PDTC3,PDTC3,ON,PADTEC ON,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,3.18,2022-12-12,2.78,7.30,210971,249471000,320327000,2022-09-30,78450000,11237,191,1818,070,051,152,-3152,0.0%,1041,2335,102.8%,003,166,32.5%,3.8%,0.6%,2.8%,3.6%,1.7%,190,090,074,484679000,47222000,346168000,118078000,70856000,130596000,358366000,13721000,2220000,103096000,8822000,12218000,,,,,,
PMAM3,PMAM3,ON,PARANAPANEMA S.A. ON,Siderurgia e Metalurgia,Artefatos de Cobre,4.47,2022-12-12,4.47,10.44,780858,194016000,3305070000,2022-09-30,43404000,-022,-012,-142,007,008,-024,-006,0.0%,-12033,-2427,-9.3%,-2068,-3736,-1.8%,-4.7%,-31.2%,-5.4%,-6.9%,55.4%,045,-195,114,2531810000,48827000,645229000,3159880000,3111050000,-1621540000,2878100000,-136202000,-897786000,474510000,-31005000,-317006000,,,,,,
MGEL4,MGEL4,PN N1,MANGELS PN N1,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,12.24,2022-12-12,12.24,19.75,28482,70786500,736311000,2022-09-30,5783210,086,-037,059,007,011,028,-017,0.0%,531,618,22.3%,1427,-3270,15.2%,11.8%,8.1%,18.2%,22.4%,-43.6%,254,-399,155,653468000,89915000,421854000,755440000,665525000,-189125000,1014700000,119227000,82549000,263472000,27898000,584000,,,,,,
USIM3,USIM3,ON N1,USIMINAS ON N1,Siderurgia e Metalurgia,Siderurgia,7.56,2022-12-12,7.21,14.87,3528150,9473280000,10433200000,2022-09-30,1253080000,189,039,166,029,023,060,137,9.9%,158,183,29.2%,400,1939,21.1%,17.4%,16.5%,13.9%,17.3%,20.6%,416,025,080,40916100000,5137300000,20769100000,6097210000,959908000,24292200000,32859700000,5702480000,5006150000,8434430000,724375000,517002000,,,,,,
USIM5,USIM5,PNA N1,USIMINAS PNA N1,Siderurgia e Metalurgia,Siderurgia,7.71,2022-12-12,7.00,16.08,146729000,9661240000,10621100000,2022-09-30,1253080000,193,040,169,029,024,061,140,10.7%,161,186,29.2%,400,1939,21.1%,17.4%,16.5%,13.9%,17.3%,20.6%,416,025,080,40916100000,5137300000,20769100000,6097210000,959908000,24292200000,32859700000,5702480000,5006150000,8434430000,724375000,517002000,,,,,,
GOAU3,GOAU3,ON N1,METALÚRGICA GERDAU ON N1,Siderurgia e Metalurgia,Siderurgia,12.18,2022-12-12,8.10,12.39,2253060,12592200000,16406200000,2022-09-30,1033840000,268,075,067,015,016,059,165,10.8%,076,087,20.1%,455,1615,24.4%,21.9%,16.7%,23.4%,30.3%,28.2%,228,077,107,80267100000,9041540000,38044100000,12855600000,3814060000,16695000000,86003100000,18799400000,4701090000,21149200000,4179840000,1007090000,,,,,,
GOAU4,GOAU4,PN N1,METALÚRGICA GERDAU PN N1,Siderurgia e Metalurgia,Siderurgia,13.65,2022-12-12,8.66,13.81,121214000,14111900000,17926000000,2022-09-30,1033840000,300,085,075,016,018,066,185,9.6%,083,095,20.1%,455,1615,24.4%,21.9%,16.7%,23.4%,30.3%,28.2%,228,077,107,80267100000,9041540000,38044100000,12855600000,3814060000,16695000000,86003100000,18799400000,4701090000,21149200000,4179840000,1007090000,,,,,,
GGBR3,GGBR3,ON N1,GERDAU S.A. ON N1,Siderurgia e Metalurgia,Siderurgia,25.23,2022-12-12,15.59,25.51,1698350,42219800000,46485300000,2022-09-30,1673400000,307,086,224,049,053,202,589,14.8%,216,247,20.1%,823,2939,24.4%,21.9%,16.1%,23.6%,30.3%,28.0%,225,026,108,79772300000,8590130000,37557600000,12855600000,4265480000,49188200000,86003100000,18811900000,13766300000,21149200000,4182780000,3010860000,,,,,,
USIM6,USIM6,PNB N1,USIMINAS PNB N1,Siderurgia e Metalurgia,Siderurgia,14.51,2022-12-07,13.56,20.26,189,18182200000,19142100000,2022-09-30,1253080000,363,075,319,055,044,115,264,5.7%,290,336,29.2%,400,1939,21.1%,17.4%,16.5%,13.9%,17.3%,20.6%,416,025,080,40916100000,5137300000,20769100000,6097210000,959908000,24292200000,32859700000,5702480000,5006150000,8434430000,724375000,517002000,,,,,,
TKNO4,TKNO4,PN,TEKNO PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,65.00,2022-12-07,46.36,78.87,1242,191620000,152618000,2022-09-30,2948000,367,072,465,059,051,148,167,14.8%,329,370,28.9%,1770,8978,23.2%,12.6%,16.0%,11.0%,14.6%,19.7%,235,001,087,374534000,41875000,224915000,2873000,-39002000,264665000,327107000,41246000,52175000,81962000,10921000,13176000,,,,,,
GGBR4,GGBR4,PN N1,GERDAU S.A. PN N1,Siderurgia e Metalurgia,Siderurgia,31.26,2022-12-12,19.70,31.57,369152000,52310400000,56575900000,2022-09-30,1673400000,380,106,278,061,066,250,730,11.9%,262,301,20.1%,823,2939,24.4%,21.9%,16.1%,23.6%,30.3%,28.0%,225,026,108,79772300000,8590130000,37557600000,12855600000,4265480000,49188200000,86003100000,18811900000,13766300000,21149200000,4182780000,3010860000,,,,,,
FESA4,FESA4,PN,FERBASA PN,Siderurgia e Metalurgia,Siderurgia,52.99,2022-12-12,37.89,58.60,11132600,4680080000,4192030000,2022-09-30,88320000,408,154,350,151,118,367,601,8.3%,278,313,24.5%,1299,3443,50.2%,43.1%,36.9%,33.7%,44.4%,37.7%,394,011,078,3972030000,829461000,1709440000,341414000,-488047000,3040730000,3107000000,1339030000,1146860000,769499000,312576000,277255000,,,,,,
FESA3,FESA3,ON,FERBASA ON,Siderurgia e Metalurgia,Siderurgia,61.00,2022-12-08,41.89,61.00,5016,5387520000,4899470000,2022-09-30,88320000,470,177,402,173,136,422,691,6.6%,325,366,24.5%,1299,3443,50.2%,43.1%,36.9%,33.7%,44.4%,37.7%,394,011,078,3972030000,829461000,1709440000,341414000,-488047000,3040730000,3107000000,1339030000,1146860000,769499000,312576000,277255000,,,,,,
CSNA3,CSNA3,ON,CSN ON,Siderurgia e Metalurgia,Siderurgia,14.36,2022-12-12,11.09,25.85,198927000,19042700000,40425000000,2022-09-30,1326090000,780,090,174,044,023,196,-069,14.6%,297,370,22.3%,184,1592,31.6%,25.1%,7.0%,13.2%,18.0%,11.6%,145,176,053,82638400000,15797000000,31118200000,37179300000,21382300000,21112500000,43593800000,10930200000,2440420000,10897000000,1739700000,133391000,,,,,,
PATI3,PATI3,ON,PANATLANTICA ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,42.86,2022-11-14,39.00,77.50,4978,1025730000,1048200000,2022-09-30,23932000,1370,113,1198,041,050,093,174,6.8%,1088,1224,30.7%,313,3803,8.9%,3.4%,3.0%,4.2%,8.0%,8.2%,274,075,121,2061970000,657140000,1740260000,679610000,22470000,910125000,2487910000,85636000,74866000,585403000,9771000,19322000,,,,,,
PATI4,PATI4,PN,PANATLANTICA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,51.99,2022-10-28,51.99,61.86,127,1244220000,1266690000,2022-09-30,23932000,1662,137,1453,050,060,112,211,5.6%,1315,1479,30.7%,313,3803,8.9%,3.4%,3.0%,4.2%,8.0%,8.2%,274,075,121,2061970000,657140000,1740260000,679610000,22470000,910125000,2487910000,85636000,74866000,585403000,9771000,19322000,,,,,,
CTKA3,CTKA3,ON,KARSTEN ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,21.72,2022-11-04,18.50,30.97,160,134773000,689565000,2022-09-30,6205000,-879,-083,570,022,022,097,-038,0.0%,1763,2916,18.9%,-247,-2620,35.6%,3.9%,-2.5%,3.9%,4.5%,9.4%,152,-347,102,602782000,10098000,409588000,564890000,554792000,-162561000,614184000,23649000,-15339000,159058000,7724000,-394000,,,,,,
CTKA4,CTKA4,PN,KARSTEN PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,9.29,2022-12-12,8.41,17.98,5958,57644400,612436000,2022-09-30,6205000,-376,-035,244,009,010,041,-016,0.0%,1566,2590,18.9%,-247,-2620,35.6%,3.9%,-2.5%,3.9%,4.5%,9.4%,152,-347,102,602782000,10098000,409588000,564890000,554792000,-162561000,614184000,23649000,-15339000,159058000,7724000,-394000,,,,,,
CEDO3,CEDO3,ON,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,6.35,2022-12-08,5.45,7.31,910,63500000,292592000,2022-09-30,10000000,-303,054,120,005,007,-074,-021,0.0%,406,554,17.4%,-210,1178,13.8%,4.4%,-2.3%,5.7%,7.3%,-17.8%,086,211,130,934616000,19631000,510531000,248723000,229092000,117761000,1210890000,52807000,-20965000,350858000,32046000,14956000,,,,,,
CTSA3,CTSA3,ON,SANTANENSE ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,2.86,2022-12-12,2.86,10.79,9643,79579500,207769000,2022-09-30,27825000,-231,028,-971,016,013,-222,-054,7.6%,7474,-2535,5.3%,-124,1005,10.1%,-1.7%,-7.1%,-1.3%,-1.6%,-12.3%,084,059,078,618750000,36923000,191447000,165112000,128189000,279573000,484656000,-8196000,-34492000,111537000,-6682000,-9615000,,,,,,
CEDO4,CEDO4,PN,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,3.95,2022-12-12,3.94,6.59,6108,39500000,268592000,2022-09-30,10000000,-188,034,075,003,004,-046,-013,0.0%,372,509,17.4%,-210,1178,13.8%,4.4%,-2.3%,5.7%,7.3%,-17.8%,086,211,130,934616000,19631000,510531000,248723000,229092000,117761000,1210890000,52807000,-20965000,350858000,32046000,14956000,,,,,,
